mileage,avg_engine_temp,max_engine_temp,vibration_level,speed_variance,maintenance_gap,failure_risk
59308.317232867565,81.23658765438081,105.36661562037041,0.8819440714812085,5.954259214448185,18780.38003617888,1
142853.57442943784,75.79596611621459,95.54613330539473,1.5640207349188204,17.984567671505335,16383.819946028534,1
111139.12156265375,80.44306305269392,92.5080912227352,0.2883253221439801,7.187569950733064,10069.166726866826,1
91805.48020857031,92.49124682909077,103.42195845484387,0.1254214973343715,9.802005767221019,2181.0020181118953,1
27622.702864153296,87.64273651777494,99.63680111269193,1.255237317635644,8.123874409060331,15894.69821322279,1
27619.205448749384,101.78015133230925,122.27322195593288,1.3107333060473239,7.119457836326879,9997.527679742807,1
13422.123764388922,99.52330685215323,117.75071907356151,0.28031084368086434,25.119906643698677,22569.032419894982,1
130595.5411373656,85.25452055093628,93.95843190828563,0.4983742494379091,9.99981189450493,2670.4954275735377,1
92161.67670276528,82.78270300293877,91.26488970962046,0.12632854504994337,27.95946589220458,18375.178716562143,1
107670.52378042659,86.39077224501801,93.35868523928596,0.539962916170847,29.157942709665345,28361.278650169832,1
7984.751672891355,92.70884827544423,110.91490266947099,1.2597128108780073,17.995293158238724,6883.459479121986,1
145636.92856348917,83.0419092246863,103.32936246912101,0.8769407915688684,6.004031434640339,15206.18574101667,1
125704.18291606115,93.72446723547402,104.0253958019741,0.6221433897524321,12.487350814628275,4559.815770879869,1
35789.17104835004,87.2823495657372,92.70124878635546,0.6576089423594954,24.33650337374999,19519.093543317875,1
31364.62024502959,91.5614154255594,98.20484877508795,0.10203043857320224,12.286940403517972,17414.887056694315,1
31593.653928747903,88.0837958740595,112.44099657096011,0.5497007913478539,4.436482112478085,13406.234677959306,1
49115.12522913297,83.83397278625753,94.74286833580594,1.0696881124568958,17.58997750598926,16598.556601264754,1
81089.68258667449,103.4535992088647,123.83806216562738,1.5612916657245357,25.663383841888972,27104.090437132287,1
67632.02770310678,97.90817382479283,115.4014452018781,1.3705912404758493,24.285938840018066,7496.240464709877,1
47228.22532871608,79.20339527299357,91.84218806605149,0.1353924469682937,6.903447923649891,2631.8063277497226,1
93718.66973474502,101.05403927693739,110.16778452084849,1.447840907012259,20.83740920354907,26126.616771574827,1
25226.609794546064,89.62293594748542,97.05066431067354,1.274797619947939,8.174119376198119,18159.278306861383,1
47360.97403760663,101.83656680682274,119.13682616760008,1.2705641853564706,8.109810967460822,26938.436752931586,1
58122.467277585296,98.99565767841946,119.48833329117522,0.7869936385053572,26.474009652545185,18714.466255568834,1
71130.14771147021,87.756405134077,105.6344902048996,0.6970079394317542,8.990730676726445,24684.51051887167,1
118850.51440198698,75.67407924960352,91.28012191458669,0.554373593249789,9.370925702504312,14030.854173944143,1
33952.69841296216,83.06032078154838,88.89934525018111,0.19854228843154867,2.0182949413163875,22996.078076071524,1
79563.99356997368,91.24902643982601,115.6188019917137,0.44235304524054864,26.378732955514494,27565.16107291597,1
90900.11248499616,94.00434659478442,114.97863042787591,0.46990545246703697,24.19265476985577,18019.442984221776,1
11735.30984439967,82.73663056299607,93.59307129701537,0.8261156045653024,19.565210182538983,7061.984215746627,0
93094.00352570857,79.18068222218473,103.78008880936174,1.2211666098950409,23.007441390287582,9526.333220845549,1
29725.997934657273,100.04790710397897,117.08553889670542,0.8107147425969199,6.25735988788577,7562.048153127362,1
14432.48098286553,104.53206542110657,121.18051858525149,0.18676667417074092,14.833060648452111,8911.99677268052,1
142588.40290173332,90.77070546908058,110.73216905767123,1.5366847014823057,11.834142845765864,10579.632581829019,1
145016.6447958111,80.15037857544911,101.38577433725186,1.5140864786411683,4.625742735196462,17543.746029089278,1
122217.61547688686,83.16921979558107,101.29879194221112,1.2777843147226127,15.611653586017875,18463.765624987318,1
49168.99653013875,75.55172029642401,83.113635223748,1.586991852346331,27.780710209593792,13941.992922772111,1
19162.45653092566,102.42896419681497,114.19431431670495,0.9167234992003944,3.1216553334194455,19231.78183498339,1
104213.78884426274,78.53253248670424,102.09420529322523,1.5441525253798092,10.16090557782623,4284.097917118246,1
68822.11159224219,92.2954942654276,101.78780650230465,0.21340756092512617,7.811146213759697,4458.070637628479,1
22695.54405249293,83.22165662061619,95.66499709736645,0.648521122392057,8.668106302639497,6811.224890014437,0
76800.65196613417,91.6253400754738,105.26687773435772,0.4380719020101488,27.436167452622506,16506.16994512965,1
9986.335561706668,94.54261165055593,108.33071144444497,0.3937496262014051,15.105933518560123,7991.85100355278,1
136851.4583014234,99.89225411121605,117.15104576110656,0.3112044233390141,15.056383562314927,9931.963297792165,1
42523.09733200245,81.19263815281809,105.05415490771225,1.033620462348995,23.296117988747906,13208.759412843834,1
101065.73123132739,75.32987485975441,85.14372909640451,1.2719827836209576,6.325781712137923,24732.251472290634,1
50198.10603296459,79.10656890206423,86.53659642808259,0.967447599130541,15.643429914801422,2388.1398055600835,1
80409.86307078257,102.00055925544315,110.9499690526419,0.32044406438231454,14.039585995389672,20182.606966625426,1
84272.99050477555,101.21670232687546,123.95520033106085,1.3166856549002064,18.713499335306373,20728.54286913919,1
31803.89605120142,92.92239306510925,110.83860931821337,1.0539320607455926,29.98761569101228,24362.361849985824,1
145589.771025861,93.0155058130096,103.7336415977928,0.6822485591904933,23.544569034297318,28117.08229368877,1
117394.25938736161,94.95110023638766,116.27003901576,1.1111954433040945,13.14023968448796,2563.8597705801153,1
141227.34652680744,80.26113835870349,102.48853828597221,0.4898574688642493,25.171485463673314,6305.943754370053,1
134749.9658120091,102.4323583777488,124.36264515155436,0.6177883127413157,6.779834172749445,26812.796233567806,1
91695.49692760734,87.5631157467622,110.94164641955328,1.4762287646979853,2.8529832166508835,14838.51974123643,1
138671.76407835193,86.49415584748492,96.53897625095215,0.5357567585071306,7.724554428999646,17808.537890136977,1
17831.412797528326,90.56753115848512,110.66836973341069,0.8049824022369049,11.531523571199271,20564.761704248125,1
33417.515050776055,76.40897900325164,90.61976894873445,1.435211706094022,16.296261208867676,21013.864925877846,1
11557.95689202802,79.98850106268239,101.82847212048361,1.1615820254012912,19.223615935153596,28088.73129286223,0
52172.89796067333,97.14100849279112,116.71082203602339,0.19330483924705413,27.49696008200381,29914.58368752675,1
61358.207004974895,77.48396003775379,98.01290896774827,0.32095456641845554,16.275912267412814,22164.40890606633,1
44345.60960721491,93.09456328399165,111.21780003761307,0.11176238615787523,16.035718049520423,10042.193857744223,1
125166.93882702975,82.36047329043963,90.90904867983377,1.046382685343745,3.4068042750434997,26633.06726424162,1
56729.23237057045,86.6788684212593,102.57940679919807,0.7715101381156275,2.9775234743742667,3378.185607141325,1
45735.50390467021,83.660812103121,108.35420689361116,0.3014122763534133,17.432478933658416,8470.263880485894,1
83690.93205794603,85.67018149394848,109.41794282389085,1.5369011815851557,14.269001170953647,27126.800088984015,1
25434.012621340582,96.57137715552736,102.43485187146759,0.8944895859184299,25.49705105944836,9173.362404301939,1
121318.56220933575,83.91365146869525,92.209947783284,0.4628399411693338,6.499028371931665,8178.229669408957,1
15809.843333566769,91.99213920890692,99.62671467799817,0.8509053567320614,2.6992065392773887,5867.508207926922,1
148098.60580707502,89.28151206597299,108.8011102656789,1.1194304991026618,14.573085502043524,26055.129214113662,1
116975.49154801533,94.91013496087945,116.26584155801835,0.21435882696034672,8.64939958906321,16001.631257350427,1
